,X,Y,Z,R,Phi,ar,Vcirc
232,-18.88889,-2.0,0.0,18.994476,3.2470822,-7.7152787717786e-14,212.66079568961365
233,-18.88889,-1.5555556,0.0,18.952833,3.2237604,-7.775228379519933e-14,213.25126102504763
234,-18.88889,-1.1111112,0.0,18.921541,3.2003486,-7.83182957892334e-14,213.84929812492922
235,-18.88889,-0.6666667,0.0,18.90065,3.1768723,-7.827489342530008e-14,213.67197959709387
236,-18.88889,-0.22222222,0.0,18.890196,3.153357,-7.892854963735982e-14,214.50294163505959
237,-18.88889,0.22222222,0.0,18.890196,3.1298285,-7.888886169338088e-14,214.44900518736108
238,-18.88889,0.6666667,0.0,18.90065,3.1063132,-7.928008786207165e-14,215.0395747412978
239,-18.88889,1.1111112,0.0,18.921541,3.0828369,-7.947164619080607e-14,215.41816368868757
240,-18.88889,1.5555556,0.0,18.952833,3.059425,-7.866575230165587e-14,214.5002886644673
241,-18.88889,2.0,0.0,18.994476,3.0361032,-7.86087518619858e-14,214.65799741638895
242,-18.88889,2.4444444,0.0,19.046402,3.012896,-7.796700897122865e-14,214.07200207006412
243,-18.88889,2.8888888,0.0,19.108526,2.9898274,-7.741871078956922e-14,213.66555968316666
244,-18.88889,3.3333333,0.0,19.180752,2.9669204,-7.796085993824721e-14,214.8172161092825
245,-18.88889,3.7777777,0.0,19.262962,2.9441972,-7.715249266858203e-14,214.15808741835707
246,-18.88889,4.2222223,0.0,19.355032,2.9216783,-7.738891057380561e-14,214.9979276703139
247,-18.88889,4.6666665,0.0,19.456821,2.899384,-7.709481519078335e-14,215.15254784248583
248,-18.88889,5.111111,0.0,19.568178,2.8773327,-7.616304302833485e-14,214.45950622698106
249,-18.88889,5.5555553,0.0,19.688938,2.8555412,-7.636251929720962e-14,215.40175234155583
250,-18.88889,6.0,0.0,19.818933,2.8340256,-7.596300359151773e-14,215.5456016366568
251,-18.88889,6.4444447,0.0,19.957981,2.8128,-7.393737983326986e-14,213.3969915767797
252,-18.88889,6.888889,0.0,20.105892,2.7918773,-7.295511962710481e-14,212.75879526051216
253,-18.88889,7.3333335,0.0,20.262476,2.7712693,-7.228504369718761e-14,212.6025362683479
254,-18.88889,7.7777777,0.0,20.427528,2.7509856,-7.246545213258437e-14,213.7328984317985
255,-18.88889,8.222222,0.0,20.600851,2.7310352,-6.970899295728101e-14,210.51592096912876
256,-18.88889,8.666667,0.0,20.782234,2.7114253,-6.959751066463584e-14,211.271507527051
257,-18.88889,9.111111,0.0,20.971468,2.692162,-6.927827901893316e-14,211.74390684942503
258,-18.88889,9.555555,0.0,21.168343,2.6732502,-6.82663122554423e-14,211.17602464609251
259,-18.88889,10.0,0.0,21.372648,2.6546934,-6.77357624135791e-14,211.36649297906595
260,-18.88889,10.444445,0.0,21.584173,2.6364942,-6.704392494360373e-14,211.32232739725092
261,-18.88889,10.888889,0.0,21.802708,2.6186538,-6.559650456588691e-14,210.0842650375746
262,-18.444445,-11.777778,0.0,21.884094,3.7098796,-6.183519028426593e-14,204.35256806732716
263,-18.444445,-11.333333,0.0,21.64814,3.6925752,-6.291236054811089e-14,205.01056602686143
264,-18.444445,-10.888889,0.0,21.41881,3.674895,-6.413082964583593e-14,205.88706285523776
265,-18.444445,-10.444445,0.0,21.19632,3.6568377,-6.462688593758768e-14,205.6055365593484
266,-18.444445,-10.0,0.0,20.980885,3.6384037,-6.653044470127806e-14,207.54872561032724
267,-18.444445,-9.555555,0.0,20.772726,3.6195936,-6.715021473141639e-14,207.4762599810863
268,-18.444445,-9.111111,0.0,20.572065,3.6004095,-6.797144596334916e-14,207.73045048863162
269,-18.444445,-8.666667,0.0,20.379122,3.5808551,-6.873111553318983e-14,207.906175501968
270,-18.444445,-8.222222,0.0,20.19412,3.5609345,-7.004450074594386e-14,208.92838808554419
271,-18.444445,-7.7777777,0.0,20.017277,3.5406537,-7.072403140750265e-14,209.0181319297056
272,-18.444445,-7.3333335,0.0,19.848812,3.5200202,-7.245546706367019e-14,210.669081277781
273,-18.444445,-6.888889,0.0,19.688938,3.4990425,-7.273754069397621e-14,210.22696217428478
274,-18.444445,-6.4444447,0.0,19.53787,3.477731,-7.351919009998449e-14,210.541120662133
275,-18.444445,-6.0,0.0,19.395813,3.4560971,-7.475737177470372e-14,211.53340841395092
276,-18.444445,-5.5555553,0.0,19.262962,3.4341545,-7.518291795753243e-14,211.40686563276338
277,-18.444445,-5.111111,0.0,19.139513,3.4119182,-7.559366240451065e-14,211.30321063936273
278,-18.444445,-4.6666665,0.0,19.025648,3.3894043,-7.654429490978291e-14,211.99426113729976
279,-18.444445,-4.2222223,0.0,18.921541,3.366631,-7.636613832105032e-14,211.16728188036234
280,-18.444445,-3.7777777,0.0,18.82735,3.343618,-7.769394642639202e-14,212.4643930419828
281,-18.444445,-3.3333333,0.0,18.743229,3.320386,-8.199807204676525e-14,217.78200216777626
282,-18.444445,-2.8888888,0.0,18.669312,3.296957,-7.955293613002079e-14,214.08696169330315
283,-18.444445,-2.4444444,0.0,18.60572,3.273355,-7.962222772240763e-14,213.8150985161073
